Drug,Best Conf,Cosine Similarity
Ceftazidime,Conf 105,0.7741413306505509
Doravirine,Conf 15,0.7740872771255637
Metoclopramide,Conf 89,0.7739999436590878
Carfilzomib,Conf 70,0.7739959387897967
Ezetimibe,Conf 73,0.7738340653430097
Lomitapide,Conf 113,0.7737994742728909
Nilvadipine,Conf 142,0.7737396120506845
Gabapentin enacarbil,Conf 19,0.7735477250792503
Nepafenac,Conf 72,0.7734662073015286
Loteprednol,Conf 9,0.7733831784826025
Indapamide,Conf 22,0.7733453831983986
Cortisone acetate,Conf 27,0.773124423383086
Fingolimod,Conf 111,0.7728403416762657
Azilsartan medoxomil,Conf 98,0.7727266192796353
Pimavanserin,Conf 76,0.7724624029093341
Erlotinib,Conf 56,0.7719839917407539
Pyrazinamide,Conf 27,0.7718929613075491
Almitrine,Conf 29,0.7718450107364621
Protirelin,Conf 54,0.7717648208221789
Stavudine,Conf 16,0.7717468659607659
Anastrozole,Conf 112,0.7716499554535479
Ethylhexyl methoxycrylene,Conf 144,0.7715173533357278
Acemetacin,Conf 42,0.7714258435649
Dorzolamide,Conf 12,0.7713050403822277
Cefprozil,Conf 71,0.7712008489374773
Carbidopa,Conf 32,0.771194058913199
Pentaerythritol tetranitrate,Conf 176,0.7710316231633083
Teniposide,Conf 35,0.7709853096262724
Glipizide,Conf 11,0.7708663239666916
Oseltamivir,Conf 32,0.7708007063741014
Lasmiditan,Conf 90,0.7707609717074647
Esomeprazole,Conf 13,0.7707160038832467
Sulfamethoxazole,Conf 55,0.7706604405842231
Miglitol,Conf 11,0.7706096992586973
Isosorbide,Conf 27,0.7705184822954779
Sofosbuvir,Conf 9,0.7704721309584895
Etacrynic acid,Conf 42,0.7703782575987856
Cephaloglycin,Conf 5,0.7703504131061901
Estramustine phosphate,Conf 140,0.7702618673128139
Plerixafor,Conf 102,0.7701029829900782
Sildenafil,Conf 72,0.7700735016177487
Tioguanine,Conf 70,0.7699367679476056
Capecitabine,Conf 63,0.7698381181038298
Isosulfan blue,Conf 46,0.7698165335156368
Darifenacin,Conf 83,0.7697917575049965
Glymidine,Conf 7,0.7695753945873822
Dihydro-alpha-ergocryptine,Conf 66,0.769367795243218
Eluxadoline,Conf 13,0.7693258992922148
Revefenacin,Conf 37,0.7692431231404268
Benzonatate,Conf 23,0.7690658239272218
Fusidic acid,Conf 4,0.7690515623458514
Olodaterol,Conf 67,0.7687480424144376
Roflumilast,Conf 71,0.7685241472730101
Oxprenolol,Conf 46,0.7684717893907667
Rolitetracycline,Conf 17,0.768399196970503
Azithromycin,Conf 84,0.76826485680587
Digitoxin,Conf 15,0.7681660512462782
Succinylcholine,Conf 13,0.7677916000130511
Ambroxol,Conf 178,0.7677553644254236
Diacerein,Conf 31,0.7674413532557062
Pralatrexate,Conf 62,0.7673243571907674
Cefdinir,Conf 51,0.7672035710769703
Ferrous cysteine glycinate,Conf 63,0.7671754108625932
Lumacaftor,Conf 19,0.767175182963875
Epicriptine,Conf 8,0.7668662328295741
Rosiglitazone,Conf 117,0.766618070243959
Sulfaphenazole,Conf 24,0.7665900533261414
Molsidomine,Conf 15,0.7664293230266439
Carbamide peroxide,Conf 48,0.7664146673433949
Cabozantinib,Conf 69,0.7664032764240674
Perindopril,Conf 22,0.7663045233822663
Obeticholic acid,Conf 11,0.7662446602920571
Ulobetasol,Conf 5,0.7661324739473464
Brivudine,Conf 85,0.7660036017516308
Valsartan,Conf 10,0.7655932595470033
Lopinavir,Conf 113,0.7654997615913459
Acetaminophen,Conf 83,0.7653088661369004
Bisoprolol,Conf 47,0.765122842783234
Bictegravir,Conf 45,0.7650248219141859
Brimonidine,Conf 23,0.7647864773778574
Calcium levulinate,Conf 61,0.7647462929437184
Ranitidine,Conf 181,0.7645493232221622
Vemurafenib,Conf 63,0.7644265603497464
Metacycline,Conf 23,0.7642971927434932
Nizatidine,Conf 74,0.7642474425460425
Upadacitinib,Conf 17,0.764081015463794
Threonine,Conf 36,0.763980814194044
Hydroxystilbamidine,Conf 47,0.7639320915776678
Cyclacillin,Conf 53,0.7637902491776829
Metolazone,Conf 1,0.7636333816484673
"Sodium phosphate, dibasic",Conf 46,0.7632356439362832
Sodium oxybate,Conf 48,0.7630790037795595
Metoprolol,Conf 101,0.7630116313159857
Guanoxan,Conf 18,0.7629903059131701
Phloxine B,Conf 70,0.7628544011153485
Prednicarbate,Conf 54,0.7627821528399058
Ritiometan,Conf 96,0.7627722968806764
Fesoterodine,Conf 118,0.7626290830908451
Dimethyl fumarate,Conf 19,0.7624889023374147
Selenomethionine,Conf 44,0.7624639482839821
Sulfameter,Conf 127,0.7624536394564401
Cefmetazole,Conf 6,0.7623556182428298
Methylergometrine,Conf 59,0.7619549911547446
Tafenoquine,Conf 65,0.7617915798107134
Ouabain,Conf 88,0.7615088702493422
Nalbuphine,Conf 40,0.761276302145731
Indigotindisulfonic acid,Conf 26,0.7611024781656571
Podofilox,Conf 64,0.7610763785642015
Valrubicin,Conf 71,0.7609131480772925
Acamprosate,Conf 76,0.7604177056381417
Phenyl aminosalicylate,Conf 100,0.7601913600800239
Avibactam,Conf 6,0.7601413503052458
Fluticasone propionate,Conf 45,0.7601272243085381
Cefradine,Conf 96,0.7601161261931807
Taurine,Conf 15,0.7599208018809351
Temozolomide,Conf 50,0.7595986559814591
Entacapone,Conf 19,0.7594737119891681
Acenocoumarol,Conf 25,0.7593829965759391
Guaiacol,Conf 26,0.7591252485167926
Mandelic acid,Conf 29,0.7590826563654914
Cetirizine,Conf 166,0.7589826922435507
Ergometrine,Conf 169,0.7588885086291357
Verapamil,Conf 213,0.7588366440684775
Busulfan,Conf 16,0.757958063917416
Isoniazid,Conf 19,0.7578786823744331
Noxytiolin,Conf 11,0.7578641811094461
Atenolol,Conf 54,0.7577691148941079
Dihydroergocornine,Conf 137,0.7575601576544525
Bezafibrate,Conf 15,0.7575410861524321
Rucaparib,Conf 71,0.7575404590869601
Larotrectinib,Conf 144,0.7574884471131913
Methylprednisone,Conf 1,0.7574162599799413
Sulbactam,Conf 4,0.7573692774641074
Quinapril,Conf 22,0.7572345328001916
Docusate,Conf 91,0.7572040656029627
Salicylamide,Conf 39,0.7569787335411383
Teriflunomide,Conf 19,0.7566873116423251
Lifitegrast,Conf 14,0.7566044829091526
Felbamate,Conf 6,0.7564491173800377
Vilazodone,Conf 25,0.7562046311119229
Dihydroergocristine,Conf 182,0.7560229428842128
Prucalopride,Conf 18,0.755828982205987
Tiopronin,Conf 4,0.7557466643558716
Cladribine,Conf 46,0.755595570835869
Alfuzosin,Conf 192,0.7554183024402006
Dexchlorpheniramine maleate,Conf 75,0.7553855037439519
Piroxicam,Conf 46,0.7553116260056219
Sodium ascorbate,Conf 35,0.7549101884711946
N-acetyltyrosine,Conf 147,0.7548599848182542
Flucytosine,Conf 57,0.7546707997472262
Mebutamate,Conf 35,0.7546263626236281
Efinaconazole,Conf 77,0.7544417431430616
Moclobemide,Conf 18,0.7543221016407085
Methscopolamine,Conf 41,0.7540593087025118
Vorinostat,Conf 16,0.7539857513356405
Carteolol,Conf 262,0.753145581273405
Desvenlafaxine,Conf 33,0.7530969161161744
Ferric sulfate,Conf 55,0.7527885482155267
Brivaracetam,Conf 26,0.7524915239274539
Benznidazole,Conf 50,0.7522130168118719
Ibutilide,Conf 183,0.7521780645096511
Abacavir,Conf 65,0.7516591545361182
Meticillin,Conf 195,0.7513145789510671
Zolmitriptan,Conf 79,0.7513130716607057
Oxandrolone,Conf 116,0.7508629027454189
Raltegravir,Conf 6,0.7508541192797672
Trametinib,Conf 122,0.7508511837449355
Polythiazide,Conf 72,0.7507503783717182
Rivaroxaban,Conf 2,0.7504945421349676
Lusutrombopag,Conf 12,0.7502131680047094
Ritonavir,Conf 65,0.7500625931442174
Pinaverium,Conf 75,0.7497359353283123
Eribulin,Conf 41,0.7496483994107951
Carmustine,Conf 86,0.7495277189878689
Gefitinib,Conf 59,0.7494411721471553
Iodipamide,Conf 45,0.7493144954859953
Darolutamide,Conf 4,0.7492932650259014
Norgestimate,Conf 33,0.7489934993316132
Clonidine,Conf 38,0.7484713682236261
Copanlisib,Conf 1,0.7484336244238144
Prazosin,Conf 50,0.7484020604732605
Selinexor,Conf 90,0.7482660015807434
Ertapenem,Conf 139,0.7482593652563385
Troleandomycin,Conf 34,0.7479683008843776
Dasatinib,Conf 58,0.7479062076488094
Lovastatin,Conf 91,0.7477632052446738
Betazole,Conf 12,0.7476252399629982
Nitroglycerin,Conf 7,0.7476074511802121
Nimodipine,Conf 120,0.7474019462464493
Dyphylline,Conf 74,0.7473408239189138
Cefamandole,Conf 98,0.746962603629723
Chloroprocaine,Conf 21,0.7468594462218896
Uracil mustard,Conf 122,0.7466494500323042
Mycophenolic acid,Conf 146,0.7465566851577602
Romidepsin,Conf 62,0.7465024086760739
Terazosin,Conf 92,0.745939583996359
Nylidrin,Conf 43,0.7458791071170172
Guanidine,Conf 26,0.7458300817628531
Iloperidone,Conf 100,0.7454853992074736
Floxuridine,Conf 127,0.745398543750805
Tipiracil,Conf 20,0.7453980951645076
Enprofylline,Conf 63,0.7451548750827699
Pentagastrin,Conf 42,0.7447612400871129
Demeclocycline,Conf 30,0.7447484466923745
Fluorescein,Conf 93,0.7445998044887067
Levobunolol,Conf 47,0.7445706732360933
Biotin,Conf 19,0.7444767181565116
Oxymetazoline,Conf 4,0.7444183494410996
Metaxalone,Conf 21,0.7444034620475101
Olmesartan,Conf 22,0.7436364898978688
Fludrocortisone,Conf 63,0.7432577505082884
D-Serine,Conf 19,0.7431638648941424
Bisacodyl,Conf 7,0.7430160872467729
Glasdegib,Conf 75,0.742925035542861
Molindone,Conf 24,0.7428958492514419
Saquinavir,Conf 37,0.7428324069422803
Aspartic acid,Conf 41,0.7427884494700928
Oftasceine,Conf 34,0.7423869692348742
Captopril,Conf 12,0.7421668336028808
Indecainide,Conf 28,0.7420540094151582
Hydroxyurea,Conf 42,0.7419749395675701
Nicotinamide,Conf 29,0.7417001955581809
Vildagliptin,Conf 32,0.7415804489388402
Metrizoic acid,Conf 190,0.7412695255324709
Eslicarbazepine,Conf 31,0.7411365682100586
Omadacycline,Conf 24,0.7410624904698333
Fursultiamine,Conf 231,0.7408488168808354
Minoxidil,Conf 155,0.7407920473147027
Aminoglutethimide,Conf 33,0.7407148129729529
Lapatinib,Conf 243,0.7406410250577516
Tigecycline,Conf 29,0.7404701902804914
Levobetaxolol,Conf 51,0.7402538426479679
Cefamandole nafate,Conf 138,0.7401702702297719
Eszopiclone,Conf 14,0.7401468633510131
Pyrophosphoric acid,Conf 23,0.7401335551523635
Dofetilide,Conf 39,0.7400869729922541
Temocillin,Conf 23,0.7400653274125865
Urea C-13,Conf 50,0.7394901230665547
Cefaclor,Conf 14,0.7393631638590483
Iothalamic acid,Conf 6,0.739116692939294
Topotecan,Conf 15,0.7385042756359739
Propylparaben,Conf 65,0.7384764212370178
Atazanavir,Conf 14,0.7382108459791362
Padimate O,Conf 24,0.73802054932817
Empagliflozin,Conf 68,0.7379027781114393
Neratinib,Conf 7,0.7378407927307394
Trimetazidine,Conf 20,0.7377850662647403
Tazobactam,Conf 43,0.7369640823763435
Aminophylline,Conf 112,0.7364339616108353
Quetiapine,Conf 2,0.736325463909538
Tritoqualine,Conf 96,0.7362084692562381
Histamine,Conf 3,0.7359864427532382
Oxamniquine,Conf 43,0.7357389010007708
Gemifloxacin,Conf 22,0.7355156619741209
Rufinamide,Conf 187,0.7351454798041107
Benperidol,Conf 17,0.7349649447466354
Betrixaban,Conf 14,0.7349138154480231
Isosorbide dinitrate,Conf 114,0.7347813925166069
Tolvaptan,Conf 5,0.7346141627003352
Thiothixene,Conf 145,0.7338367306936306
Capsaicin,Conf 63,0.7337263514255854
Dapagliflozin,Conf 293,0.7334677136606187
Sodium bisulfite,Conf 7,0.7332863796017317
Digoxin,Conf 34,0.7326896440815649
Periciazine,Conf 85,0.7321339613062654
Carbenicillin,Conf 83,0.7321338987822024
Lapyrium,Conf 150,0.7321335054695693
Bepotastine,Conf 100,0.7321327581953113
P-nitrobiphenyl,Conf 19,0.7321326276485212
Penicillamine,Conf 28,0.7321317255798657
Meticrane,Conf 8,0.73213145254835
Apomorphine,Conf 65,0.7321309752454462
Orphenadrine,Conf 61,0.7321308831648499
Propranolol,Conf 135,0.7321308124924685
Iobenguane,Conf 13,0.7321285996502441
Dimercaptosuccinic acid,Conf 30,0.732128181791449
Sodium fluorophosphate,Conf 55,0.732127993929262
Hydralazine,Conf 31,0.7321271775807969
Gliclazide,Conf 117,0.7321269191396107
Crizotinib,Conf 108,0.7321255588116397
Netarsudil,Conf 103,0.7321237417053161
Ipratropium,Conf 32,0.7321228722786065
Phenyl salicylate,Conf 23,0.7321213078454367
Cyclophosphamide,Conf 33,0.7321186303910537
Propantheline,Conf 5,0.7321128470515594
Metronidazole,Conf 12,0.7321111518217193
Niacin,Conf 23,0.7321091667334958
Methoxyphenamine,Conf 30,0.732101790182989
Ethotoin,Conf 57,0.7320977185488667
Aripiprazole lauroxil,Conf 88,0.7320894115242667
Miltefosine,Conf 29,0.7320693235533285
Quinagolide,Conf 13,0.7320644822415922
Glycerol phenylbutyrate,Conf 38,0.7320628969951158
Difluprednate,Conf 96,0.73205685489183
Potassium bicarbonate,Conf 26,0.7320550025797279
Sitagliptin,Conf 244,0.7320539890231504
Coenzyme M,Conf 13,0.7320462456535765
"Sodium phosphate, monobasic",Conf 60,0.7320425848480445
Foscarnet,Conf 25,0.7320420352426409
Piritramide,Conf 173,0.7320327521657701
Homatropine,Conf 100,0.732027144771476
Nitisinone,Conf 2,0.7320097540140579
Norethynodrel,Conf 16,0.7320046732140901
Estramustine,Conf 114,0.7320023707306047
Danazol,Conf 23,0.7319991277049808
Debrisoquine,Conf 80,0.7319924399547397
Meradimate,Conf 92,0.7319920339431226
Anagrelide,Conf 79,0.7319867571614947
Chlorambucil,Conf 257,0.7319855510605192
Potassium lactate,Conf 31,0.7319820128540109
Mebeverine,Conf 61,0.7319743983428065
Calcium phosphate dihydrate,Conf 44,0.7319378953626984
Rabeprazole,Conf 22,0.731933625680013
Tibolone,Conf 12,0.73192830434689
Tropisetron,Conf 149,0.7319264994995252
Esketamine,Conf 4,0.731920594277204
Entrectinib,Conf 87,0.731917217020397
Permethrin,Conf 78,0.7319114445523197
Ethionamide,Conf 26,0.7319084659005545
Resorcinol,Conf 44,0.7318894619803088
Isosorbide mononitrate,Conf 31,0.7318724432201599
Aminolevulinic acid,Conf 93,0.7318642260808238
Elvitegravir,Conf 146,0.7318521959452381
Paraldehyde,Conf 3,0.7318509684863261
Nabilone,Conf 204,0.7318020649944148
Resorcinol monoacetate,Conf 32,0.7317837532178569
Valproic acid,Conf 17,0.731779171233469
Agomelatine,Conf 67,0.7317625763303058
Levocarnitine,Conf 24,0.7317456517419659
4-(Isopropylamino)diphenylamine,Conf 32,0.7317413369277666
Lacosamide,Conf 19,0.7317290305344768
Tetradecyl hydrogen sulfate (ester),Conf 38,0.731728614249125
Huperzine A,Conf 40,0.7317218516735812
Stearic acid,Conf 372,0.7317188469343695
Rilmenidine,Conf 28,0.7317168717638344
Brigatinib,Conf 111,0.7317154905286102
Pindolol,Conf 175,0.7317146940983056
Antrafenine,Conf 2,0.7317093463294204
Cysteine,Conf 37,0.731643708200204
Trandolapril,Conf 155,0.7316315657730266
Azelaic acid,Conf 56,0.7316267068629122
Succimer,Conf 49,0.7316257932882783
Olanzapine,Conf 15,0.7316189197269692
Cholic Acid,Conf 9,0.7316181972671194
Ergosterol,Conf 16,0.7316181972671194
Binimetinib,Conf 137,0.7316128949167886
Butylene glycol,Conf 56,0.7315375640471617
Benzoic acid,Conf 25,0.7314974230538146
Ethyl salicylate,Conf 33,0.7314843176727142
Oxybenzone,Conf 42,0.7314779199050415
Fluorometholone,Conf 36,0.7314716615666756
"N-Cyclohexyl-N'-phenyl-1,4-phenylenediamine",Conf 18,0.7314666614726874
Ingenol mebutate,Conf 131,0.7314530044186609
Cantharidin,Conf 36,0.7314450494141049
Parthenolide,Conf 17,0.7314224766806804
Pramipexole,Conf 48,0.7314195553917455
Propylene glycol,Conf 29,0.7314188335141735
Ivosidenib,Conf 10,0.7314172752920197
Hydroquinone,Conf 40,0.7313913931537287
Eugenol,Conf 20,0.7313833088306797
Menthyl salicylate,Conf 59,0.7313800812062881
Betahistine,Conf 5,0.7313739173143323
Nitrendipine,Conf 100,0.731340862017818
Magnesium carbonate,Conf 58,0.7313081181476743
Enoximone,Conf 65,0.731274732083864
Fosphenytoin,Conf 23,0.7312396690987726
Dienestrol,Conf 104,0.7312306521242008
Etonogestrel,Conf 114,0.7311678479804414
Allopurinol,Conf 114,0.7311476252582154
Doxercalciferol,Conf 72,0.7311259963242955
Pitavastatin,Conf 73,0.7310999134403001
Tegafur,Conf 12,0.7310428658763928
Methylphenidate,Conf 133,0.7310225655413536
Methsuximide,Conf 40,0.7309898194022645
Ospemifene,Conf 62,0.7309898194022645
Phenindione,Conf 32,0.7309898194022645
Clocortolone,Conf 17,0.7309870763802583
Benzoyl peroxide,Conf 49,0.7309560391970127
Pidolic acid,Conf 19,0.730949553200307
Cycloserine,Conf 42,0.730944083875553
Pipotiazine,Conf 42,0.7309380204544554
gamma-Aminobutyric acid,Conf 78,0.7309322262972378
Bicalutamide,Conf 36,0.7309284808570876
Armodafinil,Conf 178,0.7308861059516758
Altretamine,Conf 8,0.7308594783774486
Diloxanide furoate,Conf 19,0.7308086381473602
Nitrous acid,Conf 7,0.7307532231465
Penbutolol,Conf 110,0.7307383019408953
Etidocaine,Conf 51,0.7306651828007455
Loteprednol etabonate,Conf 111,0.7306364911984725
Dolutegravir,Conf 96,0.7306215667291813
Bethanidine,Conf 2,0.7306084305039104
Alpelisib,Conf 163,0.7305918317645633
Parecoxib,Conf 136,0.7305841455387316
Ozenoxacin,Conf 86,0.7305735266154472
Methantheline,Conf 144,0.7305711309294705
Etoricoxib,Conf 58,0.7305298665136642
Felodipine,Conf 48,0.7305298665136642
Levocetirizine,Conf 7,0.7305298665136642
Tetrofosmin,Conf 64,0.7305298665136642
Rimexolone,Conf 100,0.7305260585318091
Beclomethasone dipropionate,Conf 21,0.7305075874831627
Deferiprone,Conf 12,0.7304932467383366
Delafloxacin,Conf 161,0.7304791737903874
Lorazepam,Conf 163,0.7304054998527488
Succinic acid,Conf 39,0.7304008845529141
Hexylresorcinol,Conf 206,0.7303797633233748
Lorlatinib,Conf 30,0.7303569785968552
Bethanechol,Conf 138,0.7303260977839753
Clozapine,Conf 18,0.7302679730662803
Phentolamine,Conf 11,0.7302298435469465
Methylnaltrexone,Conf 20,0.7302055723378739
D-Methionine,Conf 20,0.7301830575000116
Abemaciclib,Conf 47,0.7301642104629362
Aceclidine,Conf 4,0.7301351735188031
Tipranavir,Conf 18,0.7301331833441297
Acetohydroxamic acid,Conf 29,0.730129436469483
Donepezil,Conf 58,0.7301126370022512
Metyrosine,Conf 24,0.730077436275018
Paricalcitol,Conf 57,0.7300709981902664
Zinc picolinate,Conf 18,0.7300286790995993
Ziprasidone,Conf 254,0.7299291532552107
Zinc sulfate,Conf 38,0.7299139060716069
Diflunisal,Conf 12,0.7299019485847269
Sulfinpyrazone,Conf 55,0.7298807145012147
Letrozole,Conf 9,0.7298548864008595
Pyridoxal phosphate,Conf 66,0.7298182586352999
Tramadol,Conf 44,0.7297588071764253
Magnesium acetate,Conf 18,0.7297544033097016
Spironolactone,Conf 4,0.7297319877872855
Hydroxycitronellal,Conf 31,0.7296907791076632
Vorapaxar,Conf 23,0.729674680942399
Isoconazole,Conf 25,0.7295835354076996
Gabapentin,Conf 44,0.7295546868817854
Fluciclovine (18F),Conf 54,0.7295274605251574
Lidoflazine,Conf 68,0.7295036528070488
Cilostazol,Conf 332,0.729489020616482
Ibuprofen,Conf 52,0.7294418639003891
Magnesium acetate tetrahydrate,Conf 38,0.7294072795166006
Terpin hydrate,Conf 26,0.7293999558885891
Sertraline,Conf 165,0.7293193415770891
Hydroxyzine,Conf 2,0.7293086014167731
Lormetazepam,Conf 26,0.7293001237178238
Sevelamer,Conf 74,0.7292916409030048
Patent Blue,Conf 3,0.7292588262504617
Temazepam,Conf 11,0.7292442896624607
Phenyltoloxamine,Conf 6,0.7292255581940943
Pinacidil,Conf 54,0.7291367766447946
Dexketoprofen,Conf 21,0.7291198386905265
Talazoparib,Conf 84,0.7290937638234083
Exemestane,Conf 126,0.7290208125272212
Gatifloxacin,Conf 71,0.7289502502581796
Mephenesin,Conf 64,0.7289430625269869
Mesoridazine,Conf 124,0.7289256512100403
Menadiol diphosphate,Conf 49,0.7288821457882962
Maraviroc,Conf 81,0.7288721523520305
Norgestrel,Conf 14,0.7288684925108324
Valbenazine,Conf 81,0.7288684925108324
Vandetanib,Conf 73,0.7288569680317668
Carbinoxamine,Conf 16,0.7288436721676518
Tizanidine,Conf 16,0.7288436721676518
Benzocaine,Conf 24,0.7288196134319606
Benzydamine,Conf 64,0.7286184716939091
Linagliptin,Conf 23,0.7285837842974637
Physostigmine,Conf 11,0.7284994609642503
Ubrogepant,Conf 39,0.7284619474652712
Calcifediol,Conf 26,0.7284087062648923
Theophylline,Conf 25,0.7283885424155437
Metyrapone,Conf 72,0.7282954840536249
Disopyramide,Conf 205,0.7281925734587071
Ethyl ferulate,Conf 56,0.7281374777059709
Drotaverine,Conf 7,0.728113821882344
Mexiletine,Conf 94,0.7280689002768821
Propylthiouracil,Conf 45,0.7280221432395793
p-Phenylenediamine,Conf 68,0.7280064240511301
Apalutamide,Conf 38,0.727983674635029
Diacetyl benzoyl lathyrol,Conf 131,0.7279157739835795
Trabectedin,Conf 12,0.7279128140215579
Mazindol,Conf 43,0.7278440107563121
Mercaptopurine,Conf 7,0.7278355804362878
Oxiconazole,Conf 106,0.7278167093210476
Lofexidine,Conf 6,0.7278149469350799
DL-dimyristoylphosphatidylglycerol,Conf 19,0.7277724137967179
Methohexital,Conf 38,0.7276869375499656
Ciclesonide,Conf 53,0.727682594813098
Etofamide,Conf 109,0.727682594813098
Isradipine,Conf 6,0.727682594813098
Lumateperone,Conf 150,0.727682594813098
Diltiazem,Conf 18,0.7276770610700753
Clofibrate,Conf 6,0.7276650478106229
Guanfacine,Conf 121,0.7274974135812132
Ethanolamine oleate,Conf 82,0.7274514564116737
Chlorzoxazone,Conf 20,0.7274443704351634
Lenalidomide,Conf 67,0.7274001426159663
Thonzylamine,Conf 72,0.7273510383665993
Ethosuximide,Conf 19,0.7273033265000333
Vigabatrin,Conf 43,0.7271191517032607
Butylparaben,Conf 43,0.7270725065433823
Aripiprazole,Conf 45,0.7269947619808669
Olopatadine,Conf 2,0.7266984244306806
Nortriptyline,Conf 27,0.7266766119027773
Tetryzoline,Conf 45,0.7266766119027773
Pseudoephedrine,Conf 55,0.726612399313021
Fosfomycin,Conf 21,0.7265228605972772
Sorafenib,Conf 266,0.7264677399080843
Fluvastatin,Conf 69,0.7264207438499689
Loxoprofen,Conf 133,0.726344981849704
Sodium bicarbonate,Conf 94,0.7262131387231336
Acetylcarnitine,Conf 13,0.7261680870364856
Fosaprepitant,Conf 330,0.7260745646927866
Acetylcysteine,Conf 34,0.7260696197851657
Venlafaxine,Conf 56,0.7260328392338024
Arzoxifene,Conf 23,0.7259263291860832
Delamanid,Conf 109,0.7258902331950586
Isopropyl myristate,Conf 42,0.7258593591606626
Methionine,Conf 53,0.7257535371649766
Luliconazole,Conf 17,0.7257070163081661
Ferrous sulfate anhydrous,Conf 27,0.725686310780468
Fluconazole,Conf 18,0.7256437835846548
Nitrite,Conf 12,0.7256230493253746
Guanabenz,Conf 36,0.7255977439198984
Glycine betaine,Conf 19,0.7254089655835572
Ferric oxyhydroxide,Conf 23,0.725370823833951
Mefenamic acid,Conf 11,0.7253098071262496
Baloxavir marboxil,Conf 29,0.725269216928785
Cefpirome,Conf 117,0.7251920596674831
Cupric sulfate,Conf 20,0.7251670257391291
Perampanel,Conf 51,0.7250690738169724
Glycolic acid,Conf 22,0.7249086283982995
Dichlorobenzyl alcohol,Conf 41,0.7248948550113625
Haloperidol,Conf 148,0.7248948550113625
Leflunomide,Conf 66,0.7248653149806789
Mepenzolate,Conf 123,0.7247547780781979
Prasugrel,Conf 204,0.7246414732942205
Bioallethrin,Conf 18,0.7246376250463746
Cyclandelate,Conf 147,0.7245246146289881
Amitriptylinoxide,Conf 52,0.7244418645068355
Amlodipine,Conf 115,0.7244418645068355
Montelukast,Conf 59,0.7244418645068355
Sufentanil,Conf 37,0.7244418645068355
Methylphenobarbital,Conf 12,0.7244340386248841
Fluticasone furoate,Conf 84,0.7244199938137819
Vinflunine,Conf 13,0.7243671951000348
Tasimelteon,Conf 29,0.7241706262657438
Loratadine,Conf 83,0.7240814993886922
Melphalan,Conf 103,0.724063583691394
Loxapine,Conf 9,0.7239968681742929
Bisoxatin,Conf 31,0.7239695395113201
Norfloxacin,Conf 40,0.7238966224908379
Clothiapine,Conf 21,0.7238599245953365
Isometheptene,Conf 31,0.7238465729835232
Antipyrine,Conf 28,0.7238413896948763
Doconexent,Conf 237,0.7238413896948763
Ecamsule,Conf 70,0.7238413896948763
Icosapent ethyl,Conf 15,0.7238413896948763
Pentoxifylline,Conf 87,0.7237903033364991
Metaraminol,Conf 26,0.7237267903825062
Gliquidone,Conf 104,0.7236206504350724
Carbamazepine,Conf 16,0.7234670203135719
Eletriptan,Conf 129,0.7234272307228914
Triflusal,Conf 34,0.7232499944790247
Isoeugenol,Conf 10,0.7232489988927601
Docosanol,Conf 247,0.7230378500972898
Dexibuprofen,Conf 28,0.722972306821721
Flibanserin,Conf 199,0.722972306821721
Lesinurad,Conf 97,0.722972306821721
Idebenone,Conf 152,0.7228919196030917
Urea C-14,Conf 32,0.7228384497215947
Nitrazepam,Conf 55,0.7226332850075329
Ensulizole,Conf 19,0.7226280542749081
Potassium acetate,Conf 43,0.7225459972272473
Desoximetasone,Conf 39,0.7225003596405369
Pioglitazone,Conf 29,0.7224521923772378
Ethyl hydroxybenzoate,Conf 40,0.7224120213431161
Isoxaflutole,Conf 183,0.7223323077559458
Alcaftadine,Conf 11,0.7221112873503748
Cinoxate,Conf 21,0.7221110890538389
Cyproterone acetate,Conf 64,0.7218454892332212
Medroxyprogesterone acetate,Conf 5,0.7218392935154972
Methscopolamine bromide,Conf 51,0.7216962011484283
Ciprofibrate,Conf 6,0.7216120105020627
Terconazole,Conf 12,0.7215717470355455
Besifloxacin,Conf 1,0.7212556652806352
Pregabalin,Conf 11,0.7212113189492102
Pyruvic acid,Conf 18,0.7210393350433866
Ephedrine,Conf 57,0.7209615052147434
Olaparib,Conf 166,0.7209009454159259
Lacidipine,Conf 49,0.7208126380199944
Oteracil,Conf 42,0.7206516124831011
Triclosan,Conf 20,0.7205911837863764
Ursadiol,Conf 94,0.7204793670986466
Fluorouracil,Conf 51,0.7204754127332383
Indocyanine green acid form,Conf 24,0.7202904716033763
Rivastigmine,Conf 4,0.7199910408483114
Bumadizone,Conf 3,0.7199515112753412
Levomenol,Conf 77,0.7199406188354299
Selexipag,Conf 53,0.7199030226723425
Ivacaftor,Conf 25,0.7196827093444428
Dehydrocholic acid,Conf 10,0.7195989596464732
Nintedanib,Conf 79,0.719597039938453
Pramocaine,Conf 7,0.7195964333275384
Moxisylyte,Conf 43,0.7195959143859083
Almotriptan,Conf 138,0.7195919202278228
Trazodone,Conf 24,0.7195866781350483
Hydroxyamphetamine,Conf 77,0.7195844071963351
Quinine,Conf 87,0.7195768775535366
Lercanidipine,Conf 2,0.7195649990534083
Meprednisone,Conf 86,0.7195508857248396
Vernakalant,Conf 71,0.7195269308827342
Conivaptan,Conf 65,0.7195267407513437
Florbetapir (18F),Conf 168,0.7195138802790089
Trioxsalen,Conf 3,0.719485503057779
